,run_number,round_number,turn_number,partner_after_action_name,partner_after_action_personality_vector,partner_after_action_emotional_state,partner_after_action_location_state,partner_after_action_current_action_probs,partner_after_action_conversation_partner
68,0,3,109,Michael,[0 1 0 1 1],[ 0.00853234 -0.76513906  0.47980467],Kitchen,"{shouts: 0.05125445528838802, shares: 0.05741068135716978, leaves_conversation: 0.05397717540761105, makes_smalltalk: 0.05676963684126901, makes_deeptalk: 0.05411473913722901, gives_controversial_opinion: 0.04262488900130394, changes_the_topic: 0.09192035184683933, shows_interest: 0.06425918605950186, shows_concern: 0.09388122637444311, laughs: 0.05107730581776791, jokes: 0.05099771116692115, gives_an_insult: 0.053969266007206924, brags: 0.04863701936450923, yawns: 0.11956238313144045, supports: 0.06097283231306529, rants: 0.0485711408853339}",Donald
69,0,3,110,Lillian,[1 1 1 1 1],[-0.3861162  -0.89651245  0.6572167 ],Hall,"{shouts: 0.05492016575662994, shares: 0.059719793084709066, leaves_conversation: 0.053235563068404185, makes_smalltalk: 0.05409850286767553, makes_deeptalk: 0.06755387909210685, gives_controversial_opinion: 0.04730343797850365, changes_the_topic: 0.10554652908282308, shows_interest: 0.06755387909210685, shows_concern: 0.06680390117176126, laughs: 0.048463135089151906, jokes: 0.053603311046462064, gives_an_insult: 0.05460168634823727, brags: 0.051019983655638944, yawns: 0.09607090632092057, supports: 0.06490363999663142, rants: 0.05460168634823727}",Maria
70,0,3,111,Ronnie,[0 0 0 1 0],[ 0.11562503  0.52786883 -0.40279661],Hall,"{shouts: 0.05610670096640112, shares: 0.059915479506731005, leaves_conversation: 0.04064167285995717, makes_smalltalk: 0.08858042374991237, makes_deeptalk: 0.06500671240620705, gives_controversial_opinion: 0.04363971671172491, changes_the_topic: 0.03815018309810352, shows_interest: 0.08855113166846018, shows_concern: 0.08202697148885184, laughs: 0.07223501872644407, jokes: 0.0599883347439859, gives_an_insult: 0.044095937161314526, brags: 0.05276002842374889, yawns: 0.07811317082281109, supports: 0.08609258050403182, rants: 0.044095937161314526}",Edith
71,0,3,112,Robert,[0 1 1 0 0],[-0.64348249 -0.96440446 -0.78884457],Hall,"{shouts: 0.06097561954107584, shares: 0.058692225074987364, leaves_conversation: 0.13777142619126273, makes_smalltalk: 0.06510098878376283, makes_deeptalk: 0.061328044581068934, gives_controversial_opinion: 0.04073284281278409, changes_the_topic: 0.04687718359814552, shows_interest: 0.0485906473327764, shows_concern: 0.054566090553786036, laughs: 0.053347812213066774, jokes: 0.050809009729730355, gives_an_insult: 0.04858199646791377, brags: 0.058789242097732515, yawns: 0.09042536279912536, supports: 0.06209211450657518, rants: 0.06131939371620631}",Nola
72,0,3,113,Donald,[0 1 0 0 1],[-0.87264864 -0.15286953  0.60602791],Kitchen,"{shouts: 0.06490308669161811, shares: 0.04822476545827381, leaves_conversation: 0.061496183070530515, makes_smalltalk: 0.06480487856013775, makes_deeptalk: 0.05562489234799903, gives_controversial_opinion: 0.05711950319097271, changes_the_topic: 0.05291908194273559, shows_interest: 0.05562489234799903, shows_concern: 0.07220508826185242, laughs: 0.05177554680307998, jokes: 0.048466331285928796, gives_an_insult: 0.10125738897224676, brags: 0.05067471958034371, yawns: 0.07691332631069944, supports: 0.051835784089447556, rants: 0.08615453108613476}",
73,0,3,114,John,[1 1 0 1 1],[ 0.62591264 -0.11201969 -0.98324497],Hall,"{stands_in_corner: 0.35766366256941157, leaves_room: 0.3058476075741615, starts_conversation: 0.33648872985642697}",David
74,0,3,115,Agnes,[0 0 1 0 1],[ 0.32849554 -0.01914953 -0.29648712],Kitchen,"{shouts: 0.054475981751119514, shares: 0.08039697242054804, leaves_conversation: 0.04976791017034437, makes_smalltalk: 0.07918982485974166, makes_deeptalk: 0.0752827265489829, gives_controversial_opinion: 0.04670188407171544, changes_the_topic: 0.04555851803532315, shows_interest: 0.06208928700958612, shows_concern: 0.06599825762258692, laughs: 0.058726605052561505, jokes: 0.04985942656040274, gives_an_insult: 0.06302413657458614, brags: 0.053222108517427355, yawns: 0.08065676059548005, supports: 0.07202546363500796, rants: 0.06302413657458614}",Martin
75,0,3,117,Jacquelyn,[0 0 0 1 1],[ 0.20339919  0.54558113 -0.34964151],Hall,"{shouts: 0.02397655415808423, shares: 0.03360251248578129, leaves_conversation: 0.01680028686392649, makes_smalltalk: 0.056257465498399196, makes_deeptalk: 0.035155039556277294, gives_controversial_opinion: 0.023915996627126217, changes_the_topic: 0.01676147513619795, shows_interest: 0.035272542218632866, shows_concern: 0.5909940774502611, laughs: 0.03512509102910017, jokes: 0.02121116348020607, gives_an_insult: 0.018589169789210956, brags: 0.021189056395855638, yawns: 0.021807067479719926, supports: 0.030805387653537387, rants: 0.018537114177683393}",Johnny
76,0,3,118,Jerry,[1 1 0 1 0],[ 0.68985524  0.31209082 -0.86060213],Lounge,"{shouts: 0.05240121275944409, shares: 0.07938956326960028, leaves_conversation: 0.045869310321392416, makes_smalltalk: 0.059509850235078765, makes_deeptalk: 0.0770264518459511, gives_controversial_opinion: 0.042855158775933155, changes_the_topic: 0.04211550560556117, shows_interest: 0.10782854060893547, shows_concern: 0.06517171900742869, laughs: 0.07138927835751337, jokes: 0.056901279186157755, gives_an_insult: 0.04363818724508375, brags: 0.05305428391238439, yawns: 0.06724667435385055, supports: 0.0919647972706014, rants: 0.04363818724508375}",Elisabeth
77,0,3,119,Phyllis,[0 0 1 0 0],[ 0.85534999 -0.52084944  0.43331926],Kitchen,"{shouts: 0.06997481948977391, shares: 0.09422121793248603, leaves_conversation: 0.03689014285932588, makes_smalltalk: 0.07045044641044933, makes_deeptalk: 0.07352095344999428, gives_controversial_opinion: 0.046572559433776646, changes_the_topic: 0.05859201475211401, shows_interest: 0.05373903562395106, shows_concern: 0.042236997923574486, laughs: 0.05981222689937323, jokes: 0.05913184741175454, gives_an_insult: 0.0442760655441754, brags: 0.07284057396237559, yawns: 0.08661746585752374, supports: 0.06706564907913358, rants: 0.06405798337021863}",Catherine
78,0,3,120,Mauricio,[1 1 1 1 0],[ 0.998      -0.72366702  0.54016072],Hall,"{shouts: 0.05962033037428658, shares: 0.09371769586661836, leaves_conversation: 0.04110591818747839, makes_smalltalk: 0.0527672719577084, makes_deeptalk: 0.07768722020584251, gives_controversial_opinion: 0.047479361198796304, changes_the_topic: 0.06598880798533134, shows_interest: 0.07768722020584251, shows_concern: 0.0521452912343253, laughs: 0.0587550892677974, jokes: 0.06848454639725413, gives_an_insult: 0.04360729728275606, brags: 0.0628499029935714, yawns: 0.07832858099695336, supports: 0.07218387400236971, rants: 0.04759159184306817}",Vicki
79,0,3,122,Elisabeth,[1 0 1 1 0],[-0.51777004 -0.4032853  -1.        ],Lounge,"{shouts: 0.05619161085259606, shares: 0.0699228230246235, leaves_conversation: 0.06673486027239196, makes_smalltalk: 0.0591218597664888, makes_deeptalk: 0.08313034312482057, gives_controversial_opinion: 0.04612438812229901, changes_the_topic: 0.045294469692302775, shows_interest: 0.08313034312482057, shows_concern: 0.07482153996348054, laughs: 0.05336362245674563, jokes: 0.06050985153733919, gives_an_insult: 0.04440320101768227, brags: 0.05278499984238702, yawns: 0.070376703508991, supports: 0.08556354410396716, rants: 0.04852583958906405}",
80,0,3,123,David,[1 0 0 1 0],[-0.99347888  0.01420883 -0.67646539],Hall,"{shouts: 0.023245354217713277, shares: 0.024424886057717244, leaves_conversation: 0.049705778906051025, makes_smalltalk: 0.032199292155204305, makes_deeptalk: 0.021990692642404927, gives_controversial_opinion: 0.023176169607008523, changes_the_topic: 0.023562148459537482, shows_interest: 0.588511700927129, shows_concern: 0.04663815726484535, laughs: 0.02191713083634502, jokes: 0.01839458025697261, gives_an_insult: 0.025907222841591138, brags: 0.01835072869674461, yawns: 0.033387149100532316, supports: 0.022681785188611837, rants: 0.025907222841591138}",John
81,0,3,125,Dorothy,[0 0 1 1 0],[-0.80409744 -0.54018174 -0.02069227],Hall,"{shouts: 0.024376334409338764, shares: 0.025980370825034644, leaves_conversation: 0.044330035494751716, makes_smalltalk: 0.028196391101108335, makes_deeptalk: 0.02077137313129222, gives_controversial_opinion: 0.0241899450486543, changes_the_topic: 0.035282538613705526, shows_interest: 0.02077137313129222, shows_concern: 0.02674972071281389, laughs: 0.020697893567240784, jokes: 0.01928133824519563, gives_an_insult: 0.026246709911093923, brags: 0.019115476311171508, yawns: 0.05258560591471129, supports: 0.585126225773482, rants: 0.026298667809113323}",James
82,0,3,126,Vicki,[1 1 0 0 0],[0.29439219 0.85361929 0.46917604],Hall,"{shouts: 0.07972938014735656, shares: 0.0616797814748968, leaves_conversation: 0.04060260960152356, makes_smalltalk: 0.07542788856595323, makes_deeptalk: 0.08053814222003455, gives_controversial_opinion: 0.07139281775389089, changes_the_topic: 0.04171404505306662, shows_interest: 0.08053814222003455, shows_concern: 0.04809622374474403, laughs: 0.0716741393768084, jokes: 0.0621501812683487, gives_an_insult: 0.053795043583504745, brags: 0.06575615704845568, yawns: 0.062181672191393825, supports: 0.050928732166483255, rants: 0.053795043583504745}",Mauricio
83,0,3,127,Maria,[0 1 1 1 0],[ 0.46215085  0.83718703 -0.46722463],Hall,"{shouts: 0.06007821708348774, shares: 0.06374469457914532, leaves_conversation: 0.03523887129908568, makes_smalltalk: 0.08850729305657769, makes_deeptalk: 0.08087531396369564, gives_controversial_opinion: 0.042539658409515596, changes_the_topic: 0.03420390557550999, shows_interest: 0.08087531396369564, shows_concern: 0.06024483986476971, laughs: 0.07568000441302046, jokes: 0.06806044452670523, gives_an_insult: 0.04138489816763339, brags: 0.05934521634324187, yawns: 0.05608937077584776, supports: 0.10709587202245223, rants: 0.04603608595561617}",Lillian
84,0,4,128,David,[0 1 0 0 0],[-0.1238637   0.54381388 -0.25057426],Kitchen,"{shouts: 0.06213145803172398, shares: 0.05986754227687409, leaves_conversation: 0.050856999040659795, makes_smalltalk: 0.09648503823152375, makes_deeptalk: 0.06459806049558513, gives_controversial_opinion: 0.0481317807892944, changes_the_topic: 0.04201250993195833, shows_interest: 0.06459806049558513, shows_concern: 0.06596473783803995, laughs: 0.07271501592165583, jokes: 0.0515390838779759, gives_an_insult: 0.058344003548576905, brags: 0.056377751915088814, yawns: 0.08638816285524417, supports: 0.061645791201636914, rants: 0.058344003548576905}",Robin
85,0,4,129,Shawn,[0 0 1 1 1],[-0.33822762 -0.58542304  0.7150695 ],Lounge,"{shouts: 0.05664163099777788, shares: 0.054262539420570285, leaves_conversation: 0.04700284374524886, makes_smalltalk: 0.06364913330677614, makes_deeptalk: 0.05895881977412777, gives_controversial_opinion: 0.04771620196456582, changes_the_topic: 0.09160033856656606, shows_interest: 0.05895881977412777, shows_concern: 0.08590928395885955, laughs: 0.04743614043966562, jokes: 0.0546275166638995, gives_an_insult: 0.05525162829924669, brags: 0.05103062905290594, yawns: 0.08755938788370382, supports: 0.08414345785271163, rants: 0.05525162829924669}",Patrick
86,0,4,130,Edith,[0 1 1 1 1],[-0.65994512  0.72764681  0.95940514],Hall,"{shouts: 0.07642567563438461, shares: 0.045537052735341074, leaves_conversation: 0.038583282018030705, makes_smalltalk: 0.06621173353925039, makes_deeptalk: 0.05621837833833605, gives_controversial_opinion: 0.06593242609994632, changes_the_topic: 0.03831716604122796, shows_interest: 0.05621837833833605, shows_concern: 0.07225198266371125, laughs: 0.04643559055663263, jokes: 0.054421542676715395, gives_an_insult: 0.10414192585768803, brags: 0.051297949740977296, yawns: 0.05508029209327925, supports: 0.06878469780845496, rants: 0.10414192585768803}",Ronnie
87,0,4,131,Johnny,[1 0 1 0 1],[-0.78889892  0.25961999  0.32041591],Hall,"{shouts: 0.06313342186917568, shares: 0.05695539243019152, leaves_conversation: 0.050649664544347814, makes_smalltalk: 0.06746527793950786, makes_deeptalk: 0.08983859743710618, gives_controversial_opinion: 0.06045617145803565, changes_the_topic: 0.05135410848368516, shows_interest: 0.060798938578228524, shows_concern: 0.06680192163818154, laughs: 0.04918018333818188, jokes: 0.04824877356688573, gives_an_insult: 0.0799210625150041, brags: 0.05092602397802577, yawns: 0.06698125558695116, supports: 0.057368144121487066, rants: 0.0799210625150041}",Jacquelyn
88,0,4,132,Catherine,[1 0 1 1 1],[-0.32744035 -0.30296557 -0.32821434],Kitchen,"{shouts: 0.053741375208484626, shares: 0.06479205215600876, leaves_conversation: 0.062125340721590365, makes_smalltalk: 0.06215486468014673, makes_deeptalk: 0.07614211479770279, gives_controversial_opinion: 0.04812710617170463, changes_the_topic: 0.05228935513413819, shows_interest: 0.07614211479770279, shows_concern: 0.08002945876303642, laughs: 0.05147556568289106, jokes: 0.05265949461032497, gives_an_insult: 0.052687752080556795, brags: 0.049739360715144725, yawns: 0.09011505196214714, supports: 0.0750912404378632, rants: 0.052687752080556795}",Phyllis
89,0,4,133,Martin,[1 0 0 1 1],[0.83555316 0.13757855 0.28297632],Kitchen,"{shouts: 0.048368592555348866, shares: 0.12708467378095378, leaves_conversation: 0.04159253845689208, makes_smalltalk: 0.051551234713142685, makes_deeptalk: 0.07390476513883634, gives_controversial_opinion: 0.043944269843958994, changes_the_topic: 0.0432850496347888, shows_interest: 0.10419369524354166, shows_concern: 0.08444540896920452, laughs: 0.06178617700115693, jokes: 0.0552319698483485, gives_an_insult: 0.04610076549714997, brags: 0.05306169890453792, yawns: 0.06309003036995617, supports: 0.06122105984099867, rants: 0.04113807020118402}",Agnes
90,0,4,134,James,[1 1 1 0 1],[ 0.24597589  0.81407418 -0.98342863],Hall,"{shouts: 0.05346072085712289, shares: 0.06408523219093225, leaves_conversation: 0.049220203752756306, makes_smalltalk: 0.07324379813160034, makes_deeptalk: 0.08994519165849717, gives_controversial_opinion: 0.04748397687210584, changes_the_topic: 0.04078798585278138, shows_interest: 0.0734221332983864, shows_concern: 0.07301046188190267, laughs: 0.06368609219474344, jokes: 0.049855747998863824, gives_an_insult: 0.057718947743522875, brags: 0.052271802559236635, yawns: 0.0601189521165312, supports: 0.09396980514749381, rants: 0.057718947743522875}",Dorothy
91,0,4,135,Patrick,[0 0 0 0 1],[0.02683809 0.31520665 0.67204462],Lounge,"{shouts: 0.0713262686773451, shares: 0.05205048991428579, leaves_conversation: 0.056679647466687834, makes_smalltalk: 0.06978596243504462, makes_deeptalk: 0.059309119392370366, gives_controversial_opinion: 0.0657140167115388, changes_the_topic: 0.047589180345975444, shows_interest: 0.059309119392370366, shows_concern: 0.07618435764829165, laughs: 0.05467418184608123, jokes: 0.05184073191128623, gives_an_insult: 0.08641607989684129, brags: 0.05417558810773534, yawns: 0.08279830609700507, supports: 0.0510566399930405, rants: 0.061090310164100256}",Shawn
92,0,4,136,Robin,[0 0 0 0 0],[0.51443317 0.65684936 0.13413754],Kitchen,"{shouts: 0.026484630698668542, shares: 0.03402958758742774, leaves_conversation: 0.01141425170311449, makes_smalltalk: 0.04444207911561, makes_deeptalk: 0.04600139865509999, gives_controversial_opinion: 0.02633759699943539, changes_the_topic: 0.014644315570703611, shows_interest: 0.04600139865509999, shows_concern: 0.014901003208492688, laughs: 0.04616710201253384, jokes: 0.02672429724949377, gives_an_insult: 0.016047680150601717, brags: 0.02679770656150823, yawns: 0.5817711949732308, supports: 0.022188076708377427, rants: 0.016047680150601717}",David
93,0,4,139,Donald,[0 1 1 0 1],[-0.27350723 -0.95164979 -0.21457024],Kitchen,"{shouts: 0.051572293817246255, shares: 0.05670720503695614, leaves_conversation: 0.06810194420410265, makes_smalltalk: 0.06443379623281566, makes_deeptalk: 0.06108192535679935, gives_controversial_opinion: 0.04176737348240924, changes_the_topic: 0.055843029593311506, shows_interest: 0.05134056842374036, shows_concern: 0.0619165601997782, laughs: 0.048423827634227944, jokes: 0.0464392633636176, gives_an_insult: 0.06053878141005155, brags: 0.04935600415313001, yawns: 0.16179993562083128, supports: 0.06013871006093047, rants: 0.06053878141005155}",Michael
94,0,4,140,Nola,[1 0 0 0 0],[ 0.3626797   0.42306975 -0.9989    ],Hall,"{shouts: 0.05228740915695663, shares: 0.0732450724778463, leaves_conversation: 0.04960372161542119, makes_smalltalk: 0.060521866396043865, makes_deeptalk: 0.08774795334142718, gives_controversial_opinion: 0.048038570576469396, changes_the_topic: 0.049242335984514815, shows_interest: 0.08774795334142718, shows_concern: 0.06122588092776882, laughs: 0.07165937315812003, jokes: 0.047395138179482724, gives_an_insult: 0.04920950759036861, brags: 0.051643976759969956, yawns: 0.07943249969074259, supports: 0.08178923321307213, rants: 0.04920950759036861}",Robert
95,0,4,141,Michael,[0 1 0 1 1],[ 0.00853234 -0.66513906  0.47980467],Kitchen,"{shouts: 0.051219363919525106, shares: 0.05741252418878744, leaves_conversation: 0.05399059136344248, makes_smalltalk: 0.05674840808380104, makes_deeptalk: 0.05410377099259672, gives_controversial_opinion: 0.04258979763244103, changes_the_topic: 0.09175784031334225, shows_interest: 0.06424821791486957, shows_concern: 0.0938743713557431, laughs: 0.05106633767313562, jokes: 0.05097719118386339, gives_an_insult: 0.05394025540951157, brags: 0.04861649938145147, yawns: 0.119941679711406, supports: 0.06097102058844462, rants: 0.04854213028763855}",Donald
96,0,4,142,Lillian,[1 1 1 1 1],[-0.3841162  -0.89551245  0.6601167 ],Hall,"{shouts: 0.05488799050885754, shares: 0.0598770177307932, leaves_conversation: 0.05211929333862152, makes_smalltalk: 0.054019110088572984, makes_deeptalk: 0.06749830755371007, gives_controversial_opinion: 0.04727126273073124, changes_the_topic: 0.1081878118827558, shows_interest: 0.06749830755371007, shows_concern: 0.06642108874984536, laughs: 0.04840756355075513, jokes: 0.05357541182812895, gives_an_insult: 0.054248565198666915, brags: 0.05099208443730583, yawns: 0.09601388940402081, supports: 0.06473373024485758, rants: 0.054248565198666915}",Maria
